aX,aY,aZ,gX,gY,gZ
1.683,0.363,0.452,-24.109,40.161,-67.322
1.640,0.346,0.453,-25.696,44.922,-76.660
1.582,0.332,0.416,-26.367,43.884,-88.013
1.539,0.328,0.367,-25.513,42.786,-97.107
1.484,0.315,0.334,-26.123,39.734,-104.309
1.475,0.293,0.342,-29.785,36.133,-109.375
1.496,0.302,0.371,-35.522,33.691,-112.244
1.521,0.297,0.426,-41.565,34.973,-114.441
1.546,0.301,0.484,-48.279,40.955,-116.333
1.521,0.277,0.528,-56.458,51.636,-117.981
1.473,0.238,0.585,-63.843,67.749,-117.859
1.398,0.181,0.605,-69.885,83.069,-119.141
1.300,0.120,0.605,-70.251,91.736,-122.986
1.224,0.060,0.602,-66.833,95.398,-127.380
1.146,0.018,0.579,-62.683,94.727,-131.165
1.079,-0.021,0.544,-57.556,90.393,-135.437
1.023,-0.036,0.499,-51.697,85.327,-138.672
0.964,-0.074,0.491,-50.293,85.327,-138.916
0.935,-0.141,0.521,-55.542,92.651,-133.606
0.876,-0.208,0.572,-61.401,103.455,-126.648
0.832,-0.305,0.631,-60.852,115.723,-120.605
0.780,-0.341,0.589,-55.115,125.000,-117.126
0.717,-0.342,0.491,-45.349,129.028,-116.333
0.666,-0.339,0.386,-38.330,130.798,-115.051
0.631,-0.339,0.291,-41.504,133.423,-109.436
0.626,-0.347,0.230,-52.002,136.780,-101.135
0.621,-0.380,0.211,-65.613,138.611,-93.140
0.567,-0.424,0.207,-77.454,136.597,-86.304
0.519,-0.489,0.263,-83.496,130.371,-81.238
0.511,-0.524,0.309,-78.979,122.131,-79.468
0.484,-0.530,0.324,-63.416,113.342,-80.872
0.472,-0.529,0.302,-47.302,108.948,-81.543
0.402,-0.524,0.248,-39.734,105.530,-79.895
0.356,-0.549,0.166,-39.246,102.112,-76.477
0.329,-0.547,0.098,-41.260,99.243,-70.129
0.323,-0.563,0.060,-45.105,96.680,-63.293
0.319,-0.558,0.063,-51.636,95.459,-54.626
0.334,-0.588,0.099,-58.411,92.407,-47.729
0.329,-0.609,0.145,-59.631,84.839,-43.701
0.323,-0.634,0.182,-51.758,72.754,-43.396
0.330,-0.646,0.183,-38.513,57.251,-46.448
0.324,-0.630,0.150,-25.085,40.039,-50.232
0.332,-0.638,0.098,-16.479,26.550,-52.856
0.326,-0.614,0.047,-13.123,18.799,-50.598
0.334,-0.604,0.038,-15.320,16.418,-44.922
0.351,-0.621,0.067,-21.484,18.555,-37.170
0.373,-0.627,0.087,-27.527,22.217,-28.442
0.399,-0.630,0.103,-28.503,24.841,-20.996
0.433,-0.632,0.109,-26.611,25.574,-16.052
0.464,-0.622,0.089,-23.804,23.560,-14.404
0.491,-0.625,0.078,-19.348,19.958,-14.343
0.502,-0.620,0.081,-14.404,16.479,-13.794
0.513,-0.607,0.067,-10.193,13.611,-12.634
0.521,-0.587,0.042,-6.836,11.353,-11.963
0.521,-0.576,0.017,-4.395,9.888,-10.925
0.516,-0.571,0.002,-4.272,10.376,-8.240
0.522,-0.560,-0.027,-5.554,11.169,-4.639
0.546,-0.552,-0.043,-6.958,11.108,-2.380
0.567,-0.555,-0.039,-8.179,9.094,-0.549
0.589,-0.568,-0.033,-10.193,5.737,0.061
0.591,-0.587,-0.045,-10.681,-0.244,-1.465
0.595,-0.609,-0.049,-7.141,-7.751,-4.333
0.603,-0.632,-0.027,-1.587,-15.137,-6.470
0.639,-0.620,-0.028,2.930,-19.775,-6.958
0.669,-0.600,-0.043,6.775,-20.752,-6.348
0.718,-0.602,-0.026,7.507,-18.311,-4.089
0.754,-0.600,0.002,2.808,-12.695,0.061
0.793,-0.604,0.022,-1.465,-7.385,4.883
0.833,-0.601,0.034,-1.404,-3.967,6.775
0.844,-0.595,0.026,1.404,-2.563,5.859
0.847,-0.590,-0.003,3.357,-2.136,4.395
0.847,-0.585,-0.040,4.333,-2.319,3.113
0.846,-0.577,-0.048,4.761,-3.357,2.625
0.867,-0.563,-0.040,4.456,-4.272,2.869
0.897,-0.565,-0.032,4.456,-2.930,2.502
0.901,-0.568,-0.029,3.845,0.305,3.296
0.898,-0.575,-0.032,2.258,3.723,4.211
0.889,-0.575,-0.039,1.587,5.493,4.211
0.886,-0.564,-0.054,3.479,5.127,2.747
0.875,-0.564,-0.067,4.883,2.991,-0.244
0.853,-0.570,-0.070,4.578,0.061,-2.441
0.832,-0.573,-0.074,4.333,-2.869,-3.418
0.822,-0.573,-0.064,4.333,-5.371,-3.784
0.821,-0.570,-0.051,3.357,-6.409,-3.540
0.824,-0.574,-0.032,1.343,-5.981,-2.869
0.825,-0.585,-0.023,-0.122,-4.395,-2.014
0.820,-0.588,-0.013,-0.061,-3.235,-0.854
0.835,-0.587,-0.008,1.099,-2.441,-0.305
0.829,-0.587,-0.002,2.319,-2.014,-0.610
0.827,-0.581,-0.004,2.747,-1.343,-0.366
0.820,-0.567,-0.009,3.357,-1.099,-0.244
0.809,-0.567,-0.010,3.235,-1.038,-0.183
0.797,-0.573,-0.011,1.892,-1.160,0.427
0.794,-0.576,-0.017,0.916,-1.831,0.854
0.793,-0.575,-0.003,2.075,-3.235,1.160
0.814,-0.572,0.010,2.808,-4.456,0.549
0.823,-0.568,0.015,3.113,-4.883,0.183
0.823,-0.567,0.016,3.296,-3.357,0.244
0.808,-0.564,0.008,3.601,-1.404,0.549
0.803,-0.566,0.001,3.723,0.000,1.282
0.800,-0.558,-0.010,4.150,0.916,1.831
0.800,-0.550,-0.025,4.395,1.587,2.502
0.796,-0.556,-0.038,3.845,2.441,2.991
0.790,-0.561,-0.051,2.686,2.747,3.784
0.786,-0.566,-0.047,2.197,1.953,4.761
0.794,-0.566,-0.044,2.563,0.244,5.127
0.814,-0.557,-0.036,3.113,-0.732,5.493
0.820,-0.558,-0.019,3.113,-0.366,6.287

1.849,0.362,0.416,12.329,-50.354,-30.151
1.903,0.373,0.506,-7.446,-30.579,-28.442
1.981,0.369,0.588,-16.907,-15.442,-33.630
1.977,0.384,0.599,-14.709,-5.005,-44.983
1.947,0.384,0.574,-6.226,2.014,-60.059
1.904,0.386,0.523,0.305,8.057,-74.402
1.855,0.386,0.472,0.488,14.954,-83.984
1.803,0.377,0.434,-4.761,23.254,-89.722
1.767,0.382,0.421,-13.306,32.104,-94.727
1.762,0.354,0.448,-21.545,41.443,-99.182
1.711,0.363,0.471,-30.640,50.354,-101.013
1.685,0.340,0.513,-42.175,62.378,-102.600
1.615,0.299,0.560,-54.138,73.181,-104.370
1.576,0.257,0.608,-61.401,84.534,-104.675
1.493,0.204,0.655,-61.584,90.332,-108.215
1.504,0.135,0.738,-55.664,88.745,-115.295
1.322,0.121,0.673,-46.082,72.815,-126.221
1.313,0.100,0.622,-32.043,64.880,-137.573
1.209,0.062,0.620,-21.973,60.486,-146.667
1.131,0.004,0.590,-25.513,62.561,-151.123
1.046,-0.050,0.582,-36.438,77.209,-146.057
0.984,-0.113,0.597,-47.852,95.276,-137.451
0.915,-0.174,0.598,-56.030,110.840,-129.639
0.838,-0.212,0.603,-56.274,122.131,-123.047
0.786,-0.273,0.651,-48.462,126.526,-119.873
0.748,-0.297,0.623,-39.490,122.803,-120.850
0.700,-0.309,0.541,-30.212,116.699,-123.108
0.662,-0.320,0.452,-23.254,114.258,-122.131
0.626,-0.310,0.345,-22.034,113.281,-118.591
0.592,-0.303,0.265,-26.978,114.258,-113.647
0.544,-0.308,0.225,-36.865,117.859,-105.835
0.518,-0.332,0.247,-50.415,124.084,-94.910
0.480,-0.381,0.316,-63.843,131.897,-82.703
0.498,-0.423,0.401,-70.068,139.343,-73.120
0.446,-0.471,0.427,-64.819,136.169,-70.740
0.383,-0.512,0.394,-49.805,126.831,-73.120
0.315,-0.526,0.314,-33.813,116.638,-74.768
0.238,-0.501,0.149,-24.780,104.309,-74.890
0.222,-0.501,0.061,-20.081,98.694,-70.313
0.209,-0.485,-0.011,-24.536,93.384,-62.195
0.240,-0.490,-0.042,-38.086,90.027,-52.307
0.286,-0.508,-0.010,-52.673,89.905,-39.978
0.319,-0.542,0.064,-63.171,89.355,-28.137
0.365,-0.580,0.170,-65.857,86.792,-19.653
0.415,-0.589,0.247,-59.631,79.163,-16.479
0.434,-0.573,0.267,-43.274,65.125,-19.104
0.429,-0.556,0.232,-25.208,45.654,-26.917
0.421,-0.524,0.169,-11.597,30.090,-32.349
0.413,-0.501,0.097,-4.639,21.179,-33.264
0.421,-0.497,0.039,-6.409,18.250,-31.250
0.445,-0.514,0.028,-13.062,19.958,-25.696
0.496,-0.528,0.054,-20.081,25.940,-16.602
0.542,-0.538,0.116,-24.231,32.593,-7.935
0.576,-0.540,0.151,-24.902,34.790,-3.540
0.586,-0.525,0.154,-21.240,30.457,-4.333
0.588,-0.511,0.152,-13.916,23.743,-8.057
0.580,-0.504,0.134,-7.141,16.357,-12.634
0.581,-0.502,0.094,-2.319,11.108,-16.174
0.586,-0.516,0.051,0.671,8.057,-17.700
0.609,-0.522,0.020,1.282,6.775,-16.174
0.639,-0.517,0.010,0.183,8.301,-12.207
0.667,-0.516,0.020,-1.831,12.146,-7.324
0.696,-0.516,0.034,-4.456,16.174,-3.540
0.710,-0.513,0.038,-4.761,17.395,-2.869
0.724,-0.511,0.035,-1.038,16.663,-3.784
0.731,-0.510,0.015,3.296,13.977,-6.104
0.725,-0.515,-0.028,6.897,10.986,-8.972
0.726,-0.538,-0.067,9.338,8.850,-10.803
0.722,-0.554,-0.089,9.521,6.958,-10.376
0.718,-0.561,-0.102,9.033,4.944,-8.606
0.739,-0.554,-0.105,9.644,2.502,-6.592
0.763,-0.537,-0.095,10.193,1.465,-4.639
0.784,-0.534,-0.081,8.118,2.319,-3.235
0.791,-0.535,-0.067,5.188,3.662,-2.014
0.796,-0.539,-0.059,4.272,4.700,-1.282
0.803,-0.543,-0.070,6.226,3.723,-2.075
0.816,-0.539,-0.078,8.728,1.343,-2.625
0.830,-0.543,-0.079,9.583,0.183,-2.686
0.833,-0.545,-0.091,8.484,0.671,-2.197
0.833,-0.539,-0.106,7.690,1.648,-1.160
0.843,-0.540,-0.112,7.202,2.441,-0.061
0.844,-0.548,-0.104,5.493,4.272,1.953
0.840,-0.548,-0.105,3.479,6.287,3.906
0.829,-0.539,-0.112,3.052,7.080,4.700
0.830,-0.534,-0.112,3.967,6.165,4.822
0.858,-0.521,-0.117,4.761,4.639,4.883
0.876,-0.513,-0.106,4.517,3.296,4.639
0.869,-0.521,-0.100,4.028,2.319,3.845
0.871,-0.522,-0.104,3.540,2.869,3.540
0.847,-0.526,-0.118,3.723,0.549,1.770
0.853,-0.523,-0.109,5.066,-2.563,0.244
0.890,-0.512,-0.085,6.042,-4.578,-0.244
0.894,-0.507,-0.055,5.310,-2.747,-0.183
0.873,-0.516,-0.046,2.808,0.916,0.488
0.853,-0.526,-0.048,1.770,3.113,0.671
0.854,-0.533,-0.051,3.174,2.869,0.122
0.867,-0.522,-0.060,6.104,1.465,-0.732
0.871,-0.515,-0.058,6.592,1.648,-1.648
0.860,-0.514,-0.062,4.333,3.357,-1.770
0.835,-0.516,-0.073,2.747,4.761,-1.526
0.813,-0.521,-0.090,3.235,4.639,-1.892
0.803,-0.528,-0.113,4.150,2.686,-2.563
0.793,-0.529,-0.120,4.272,-0.183,-2.380
0.806,-0.526,-0.107,3.845,-2.747,-1.465
0.827,-0.517,-0.091,3.906,-3.479,-0.366
0.817,-0.515,-0.090,3.967,-3.052,0.427
0.806,-0.517,-0.104,3.479,-2.563,0.549
0.803,-0.519,-0.112,3.845,-3.235,0.854
0.821,-0.513,-0.102,4.211,-4.211,1.648
0.846,-0.500,-0.076,4.395,-3.906,2.563
0.843,-0.490,-0.062,4.211,-1.587,2.930
0.824,-0.498,-0.072,3.479,1.343,2.258
0.806,-0.513,-0.089,3.479,2.686,1.465
0.804,-0.517,-0.090,4.700,1.282,1.221
0.799,-0.519,-0.092,5.981,-1.343,0.366
0.804,-0.514,-0.087,6.531,-2.991,0.549
0.794,-0.508,-0.090,5.859,-3.784,1.709
0.799,-0.507,-0.076,5.066,-4.272,2.502
0.814,-0.506,-0.059,3.967,-4.272,3.601

2.082,0.275,0.567,0.610,-57.983,-39.917
2.185,0.245,0.633,-12.085,-28.320,-42.542
2.187,0.242,0.694,-21.118,-1.892,-45.105
2.188,0.267,0.661,-22.827,18.433,-51.819
2.125,0.261,0.636,-18.494,37.231,-60.486
2.059,0.286,0.563,-16.235,49.622,-68.604
2.033,0.308,0.523,-15.076,55.298,-77.087
1.924,0.331,0.511,-15.259,53.955,-85.938
1.873,0.368,0.510,-17.151,49.438,-96.802
1.768,0.356,0.528,-15.930,42.725,-110.291
1.671,0.347,0.528,-16.602,39.856,-120.972
1.594,0.315,0.544,-21.240,50.293,-125.122
1.468,0.236,0.574,-29.602,65.002,-125.671
1.379,0.166,0.574,-38.574,82.214,-122.803
1.285,0.139,0.550,-43.030,98.633,-118.225
1.216,0.122,0.530,-44.067,107.971,-115.662
1.171,0.107,0.519,-44.861,107.361,-116.943
1.123,0.090,0.496,-43.274,98.633,-122.131
1.046,0.034,0.476,-37.109,85.388,-131.042
0.970,-0.035,0.455,-28.259,74.829,-139.954
0.899,-0.063,0.411,-19.592,69.702,-145.142
0.852,-0.091,0.397,-12.146,72.021,-146.118
0.776,-0.130,0.383,-12.756,81.360,-142.517
0.710,-0.155,0.366,-17.456,99.976,-133.606
0.663,-0.218,0.403,-22.156,124.512,-119.995
0.612,-0.268,0.378,-33.142,144.348,-104.675
0.548,-0.313,0.328,-43.335,151.306,-93.811
0.496,-0.332,0.268,-44.922,148.499,-87.219
0.484,-0.346,0.234,-40.222,140.198,-84.412
0.459,-0.324,0.175,-36.072,127.441,-84.290
0.412,-0.324,0.163,-34.485,114.441,-85.815
0.408,-0.362,0.173,-37.231,109.436,-84.290
0.410,-0.402,0.166,-46.082,113.586,-75.073
0.388,-0.451,0.124,-58.716,126.099,-58.899
0.353,-0.502,0.133,-73.853,142.273,-38.757
0.364,-0.551,0.182,-88.623,157.104,-16.113
0.408,-0.542,0.199,-97.107,163.147,1.099
0.441,-0.508,0.249,-91.370,156.677,6.531
0.475,-0.491,0.278,-78.735,138.855,1.587
0.492,-0.499,0.242,-66.284,113.037,-9.216
0.496,-0.500,0.191,-49.255,85.510,-23.926
0.480,-0.519,0.152,-30.029,60.486,-36.804
0.483,-0.537,0.103,-20.752,43.579,-43.762
0.470,-0.536,0.081,-18.799,35.645,-42.542
0.476,-0.530,0.098,-17.395,32.715,-39.063
0.487,-0.540,0.099,-16.052,32.837,-36.194
0.490,-0.539,0.060,-15.076,33.081,-32.471
0.504,-0.535,0.020,-13.489,32.410,-27.710
0.529,-0.524,-0.010,-11.353,30.151,-23.193
0.562,-0.514,-0.018,-10.010,27.039,-19.226
0.588,-0.509,-0.002,-8.972,21.240,-17.700
0.597,-0.490,0.001,-7.812,13.916,-17.639
0.604,-0.485,0.018,-5.310,9.705,-17.151
0.622,-0.482,0.039,-4.639,10.315,-14.404
0.650,-0.474,0.040,-5.066,13.733,-10.864
0.672,-0.473,0.010,-3.967,17.639,-8.606
0.677,-0.482,-0.031,-1.831,20.325,-8.179
0.675,-0.487,-0.067,-0.488,20.386,-7.507
0.679,-0.475,-0.098,0.793,16.418,-7.202
0.694,-0.475,-0.103,3.174,10.864,-7.446
0.705,-0.470,-0.101,4.211,6.165,-7.507
0.705,-0.455,-0.110,4.089,2.686,-6.958
0.721,-0.451,-0.103,5.371,0.793,-6.470
0.764,-0.458,-0.082,5.798,0.549,-5.737
0.789,-0.467,-0.080,6.287,2.808,-4.578
0.791,-0.464,-0.099,6.775,6.042,-3.662
0.774,-0.473,-0.111,8.240,7.874,-3.967
0.762,-0.482,-0.142,10.315,7.263,-4.272
0.765,-0.484,-0.174,12.024,5.432,-3.906
0.766,-0.474,-0.190,12.756,0.610,-3.479
0.790,-0.468,-0.185,12.512,-3.296,-2.625
0.815,-0.452,-0.180,11.169,-5.981,-2.014
0.839,-0.443,-0.170,10.193,-8.240,-2.319
0.878,-0.439,-0.152,10.376,-7.324,-2.197
0.876,-0.437,-0.155,9.460,-5.371,-2.319
0.880,-0.445,-0.178,9.338,-2.441,-2.197
0.873,-0.454,-0.199,10.010,-1.587,-2.563
0.874,-0.462,-0.215,10.315,-2.930,-3.174
0.890,-0.453,-0.214,10.193,-3.479,-2.258
0.898,-0.449,-0.196,7.874,-3.418,-0.732
0.901,-0.462,-0.173,5.066,-3.418,-0.061
0.895,-0.474,-0.161,4.272,-3.296,0.244
0.885,-0.476,-0.162,5.676,-3.845,-0.488
0.876,-0.468,-0.169,7.812,-4.761,-1.343
0.864,-0.463,-0.165,8.118,-5.005,-1.160
0.860,-0.457,-0.153,6.409,-4.578,-0.366
0.869,-0.462,-0.135,5.615,-3.418,0.305
0.871,-0.477,-0.127,5.554,-1.953,0.549
0.864,-0.487,-0.142,5.493,-1.099,0.793
0.845,-0.483,-0.166,6.226,-1.831,1.221
0.848,-0.479,-0.164,6.531,-2.258,2.869
0.849,-0.470,-0.160,4.822,-1.892,5.005
0.844,-0.461,-0.157,3.174,-2.380,6.348
0.855,-0.456,-0.145,3.235,-3.662,6.531
0.881,-0.451,-0.115,3.662,-5.188,6.409
0.897,-0.454,-0.094,3.357,-4.944,5.737
0.889,-0.462,-0.079,3.601,-3.479,5.310
0.877,-0.466,-0.084,5.249,-2.808,3.845
0.873,-0.459,-0.097,8.423,-3.723,1.892
0.862,-0.463,-0.108,10.559,-4.517,0.366
0.842,-0.464,-0.126,10.010,-4.761,-0.366
0.833,-0.474,-0.145,9.399,-5.554,-0.366
0.833,-0.471,-0.153,9.399,-6.042,0.854
0.828,-0.463,-0.145,8.606,-7.385,2.258
0.831,-0.460,-0.138,7.874,-9.155,3.235
0.852,-0.448,-0.127,7.690,-8.179,5.005
0.830,-0.456,-0.117,6.714,-6.042,7.202
0.819,-0.461,-0.130,4.822,-4.883,8.484
0.820,-0.459,-0.129,6.042,-5.127,9.399
0.852,-0.451,-0.126,8.423,-5.493,9.705
0.867,-0.442,-0.122,8.667,-3.967,10.803
0.866,-0.437,-0.124,6.714,-1.526,12.390
0.873,-0.438,-0.121,5.554,-0.732,12.939
0.875,-0.432,-0.121,6.104,-1.465,12.329
0.876,-0.420,-0.116,7.263,-2.319,11.414
0.884,-0.419,-0.119,7.812,-2.441,10.742
0.877,-0.422,-0.120,7.812,-1.160,10.559
0.860,-0.428,-0.125,7.874,-0.244,10.681
0.857,-0.436,-0.122,8.972,-0.793,10.437

2.054,0.449,0.434,1.648,-34.729,-37.781
2.174,0.450,0.543,-12.390,-15.381,-40.222
2.163,0.465,0.592,-12.512,-3.357,-51.086
2.118,0.475,0.556,-1.160,2.869,-69.824
2.067,0.473,0.478,12.085,6.348,-90.637
1.984,0.484,0.395,17.029,11.841,-105.286
1.943,0.465,0.370,9.766,24.048,-111.450
1.858,0.453,0.390,-6.409,36.438,-112.488
1.786,0.406,0.441,-22.705,49.500,-112.549
1.703,0.339,0.518,-33.997,62.744,-113.464
1.598,0.272,0.564,-40.894,71.289,-114.929
1.517,0.224,0.571,-42.847,78.003,-115.601
1.481,0.187,0.567,-42.175,84.167,-115.051
1.432,0.151,0.578,-44.495,87.341,-112.610
1.398,0.129,0.575,-50.110,85.388,-111.450
1.325,0.108,0.540,-50.781,80.933,-114.319
1.292,0.028,0.620,-44.922,74.524,-120.972
1.203,0.043,0.550,-41.748,69.153,-126.770
1.207,-0.036,0.563,-40.771,82.214,-125.549
1.049,-0.090,0.551,-46.326,91.797,-120.972
1.010,-0.156,0.521,-47.852,103.943,-116.638
0.946,-0.179,0.488,-42.114,113.708,-110.840
0.926,-0.188,0.443,-38.269,120.239,-104.248
0.916,-0.182,0.385,-38.330,126.038,-97.290
0.869,-0.189,0.385,-39.917,130.920,-90.393
0.830,-0.229,0.374,-43.762,132.568,-85.938
0.796,-0.262,0.342,-47.974,130.005,-84.839
0.743,-0.290,0.304,-49.011,124.634,-85.144
0.706,-0.314,0.266,-48.706,119.751,-84.106
0.699,-0.323,0.227,-48.157,114.990,-81.909
0.650,-0.341,0.208,-46.509,110.962,-78.064
0.679,-0.353,0.174,-47.668,111.816,-73.242
0.659,-0.400,0.206,-51.147,114.441,-66.467
0.591,-0.459,0.240,-54.626,115.417,-57.190
0.594,-0.470,0.261,-54.871,113.342,-49.133
0.557,-0.473,0.248,-49.194,103.394,-45.349
0.579,-0.463,0.244,-41.077,96.619,-44.006
0.573,-0.406,0.171,-38.086,93.628,-43.762
0.575,-0.435,0.134,-37.048,96.680,-43.152
0.543,-0.514,0.135,-42.847,101.318,-40.161
0.492,-0.549,0.096,-50.415,105.835,-31.433
0.471,-0.537,0.049,-50.354,108.582,-20.874
0.481,-0.489,0.039,-44.983,104.614,-15.442
0.501,-0.490,0.042,-40.771,92.834,-17.029
0.488,-0.466,0.058,-38.940,79.651,-17.883
0.490,-0.466,0.092,-36.560,63.416,-20.447
0.489,-0.472,0.114,-29.114,45.593,-27.222
0.499,-0.493,0.114,-19.470,31.372,-34.851
0.480,-0.497,0.091,-13.062,25.513,-36.804
0.444,-0.493,0.054,-10.376,26.245,-33.997
0.423,-0.496,0.030,-11.353,31.189,-27.161
0.431,-0.480,0.002,-14.832,37.842,-17.883
0.456,-0.474,-0.017,-18.677,42.053,-9.644
0.483,-0.500,-0.015,-21.484,42.480,-4.700
0.490,-0.512,-0.034,-23.193,37.170,-2.869
0.511,-0.519,-0.054,-22.522,29.602,-2.014
0.516,-0.517,-0.036,-19.287,23.071,-1.343
0.527,-0.497,-0.029,-15.320,17.517,-0.549
0.557,-0.466,-0.020,-11.719,13.672,0.427
0.592,-0.434,-0.014,-9.521,14.038,2.319
0.621,-0.430,-0.023,-8.911,16.907,3.906
0.638,-0.438,-0.049,-8.118,19.714,4.639
0.647,-0.449,-0.071,-6.226,21.118,5.493
0.655,-0.441,-0.105,-4.028,20.569,6.409
0.673,-0.429,-0.125,-1.953,17.517,6.653
0.698,-0.422,-0.127,-1.099,13.489,6.042
0.727,-0.430,-0.127,-0.488,8.728,4.456
0.748,-0.444,-0.126,1.892,4.639,2.380
0.775,-0.447,-0.131,5.554,2.075,0.854
0.797,-0.440,-0.136,9.033,0.854,0.183
0.810,-0.432,-0.141,10.742,1.709,0.366
0.802,-0.435,-0.148,10.742,2.930,0.671
0.794,-0.440,-0.163,12.207,2.869,0.305
0.794,-0.445,-0.196,15.381,1.526,-1.160
0.797,-0.460,-0.220,17.578,-0.183,-1.953
0.804,-0.461,-0.243,16.968,-1.831,-1.282
0.808,-0.450,-0.257,16.479,-3.723,0.305
0.830,-0.432,-0.255,15.808,-5.676,1.282
0.859,-0.423,-0.240,14.465,-6.104,2.747
0.882,-0.404,-0.236,12.207,-4.272,4.944
0.905,-0.388,-0.236,9.766,0.183,7.751
0.904,-0.387,-0.242,6.592,6.165,10.559
0.906,-0.397,-0.249,2.563,10.132,12.451
0.916,-0.400,-0.248,1.160,11.536,13.367
0.936,-0.385,-0.247,2.625,9.949,12.939
0.940,-0.364,-0.251,4.578,7.263,11.108
0.944,-0.364,-0.255,4.395,3.967,7.690
0.931,-0.362,-0.258,3.601,0.732,4.761
0.915,-0.375,-0.247,3.418,-2.869,1.709
0.916,-0.380,-0.233,4.089,-5.493,-0.061
0.923,-0.376,-0.220,5.005,-6.775,-1.587
0.917,-0.380,-0.213,4.761,-7.080,-2.563
0.909,-0.384,-0.220,3.784,-6.470,-2.869
0.897,-0.384,-0.218,3.357,-5.920,-2.808
0.900,-0.389,-0.207,3.052,-5.798,-2.930
0.896,-0.383,-0.199,3.540,-5.493,-2.930
0.882,-0.379,-0.193,3.601,-4.761,-2.869
0.871,-0.384,-0.196,2.991,-3.906,-2.930
0.861,-0.392,-0.194,2.380,-3.296,-2.869
0.853,-0.399,-0.192,1.892,-3.357,-2.563
0.847,-0.408,-0.189,2.197,-4.028,-2.563
0.836,-0.418,-0.181,2.441,-5.554,-2.869
0.838,-0.422,-0.179,2.625,-7.507,-2.991
0.841,-0.417,-0.175,3.540,-9.521,-3.174
0.844,-0.416,-0.173,4.456,-10.925,-3.174
0.870,-0.408,-0.161,3.723,-10.193,-2.441
0.879,-0.411,-0.146,1.343,-9.399,-1.404
0.891,-0.415,-0.133,0.183,-7.690,-0.122
0.893,-0.416,-0.127,0.427,-6.042,0.366
0.892,-0.419,-0.126,1.221,-4.822,0.488
0.884,-0.415,-0.135,2.136,-3.906,0.305
0.877,-0.410,-0.138,2.808,-3.662,0.061
0.869,-0.411,-0.136,3.174,-4.028,0.000
0.877,-0.409,-0.138,3.357,-3.174,0.366
0.868,-0.412,-0.148,3.662,-3.296,0.183
0.875,-0.413,-0.157,4.089,-3.845,-0.122
0.873,-0.418,-0.164,4.150,-4.089,-0.488
0.861,-0.420,-0.172,3.906,-4.028,-0.305
0.854,-0.416,-0.179,4.089,-4.089,0.427

1.883,0.370,0.353,-23.315,13.611,-30.090
1.920,0.383,0.359,-24.475,16.968,-36.316
1.932,0.410,0.346,-24.170,16.968,-45.349
1.947,0.398,0.359,-20.203,15.808,-57.556
1.961,0.382,0.368,-18.921,15.564,-68.298
1.921,0.422,0.345,-22.827,17.273,-75.867
1.852,0.426,0.321,-28.015,23.743,-84.045
1.762,0.389,0.330,-34.912,38.391,-90.088
1.693,0.356,0.336,-46.265,59.509,-91.614
1.601,0.315,0.340,-58.838,81.360,-88.562
1.540,0.286,0.337,-70.007,98.328,-84.045
1.521,0.223,0.359,-78.430,106.018,-81.360
1.440,0.185,0.366,-82.947,102.417,-81.482
1.381,0.117,0.385,-78.003,92.407,-86.548
1.365,0.075,0.384,-64.758,78.552,-95.337
1.303,0.078,0.360,-47.546,62.439,-106.445
1.271,0.017,0.343,-34.607,54.443,-115.784
1.186,-0.049,0.375,-32.898,55.115,-118.652
1.081,-0.109,0.382,-36.011,63.843,-115.601
1.000,-0.166,0.374,-37.170,75.806,-111.206
0.958,-0.194,0.378,-37.170,87.463,-104.187
0.958,-0.198,0.402,-37.415,98.022,-95.947
0.947,-0.232,0.427,-41.687,105.286,-90.454
0.942,-0.278,0.462,-47.302,111.633,-85.083
0.869,-0.298,0.452,-50.049,113.159,-80.444
0.814,-0.295,0.419,-44.495,109.558,-79.773
0.759,-0.257,0.356,-33.691,101.929,-83.069
0.655,-0.256,0.292,-24.109,91.614,-89.111
0.599,-0.275,0.285,-20.752,90.820,-90.271
0.573,-0.295,0.259,-22.217,99.731,-84.351
0.566,-0.328,0.258,-26.611,115.112,-73.059
0.527,-0.364,0.231,-35.339,131.531,-58.289
0.505,-0.384,0.228,-44.067,145.142,-42.908
0.464,-0.420,0.248,-47.729,143.738,-34.729
0.442,-0.384,0.244,-43.152,129.089,-34.546
0.390,-0.329,0.205,-32.532,108.704,-42.786
0.372,-0.333,0.155,-20.569,88.013,-57.068
0.319,-0.401,0.120,-16.724,71.350,-67.383
0.297,-0.466,0.113,-20.142,67.749,-64.758
0.276,-0.492,0.093,-22.034,70.740,-56.213
0.267,-0.482,0.071,-20.752,72.998,-47.546
0.283,-0.466,0.036,-20.813,71.411,-42.053
0.310,-0.472,0.034,-22.034,65.308,-38.757
0.321,-0.479,0.057,-22.034,53.650,-38.208
0.315,-0.480,0.071,-16.724,36.011,-42.053
0.343,-0.486,0.056,-7.080,19.348,-48.523
0.354,-0.508,0.031,0.854,10.803,-52.673
0.382,-0.512,-0.007,4.089,7.080,-50.598
0.421,-0.519,-0.030,2.625,8.057,-44.312
0.458,-0.543,-0.015,-1.526,13.611,-35.278
0.478,-0.544,-0.010,-5.371,19.165,-26.855
0.491,-0.532,-0.023,-6.042,22.156,-20.691
0.507,-0.516,-0.037,-4.456,22.217,-16.663
0.514,-0.506,-0.058,-3.113,18.372,-14.893
